Battery_Temp_C,CPU_Temp_C,Ambient_Temp_C,CPU_Usage_Pct,GPU_Usage_Pct,RAM_Usage_GB,Storage_IO_MBps,Battery_Level_Pct,Charging_Voltage_mV,Charging_Current_mA,Is_Charging,Data_Throughput_Mbps,GPS_Active,Screen_Brightness_Pct,Refresh_Rate_Hz,Touch_Events_Per_Sec,Screen_On_Time_Mins,Background_Apps_Count,Overheating_Status
44.61,46.73,32.1,91.95,34.07,1.64,25.48,86.64,4140.34,2072.29,0,73.11,0,57,120,16.32,598.75,1,0
30.96,21.58,17.41,50.65,14.92,3.17,0.09,5.32,4333.01,2870.6,0,42.76,0,26,60,48.02,167.4,17,0
38.43,44.37,43.24,27.21,16.49,11.23,2.86,64.79,3548.81,1055.63,1,27.19,0,82,120,17.83,423.44,35,0
29.9,41.02,40.08,73.07,70.51,11.03,0.02,38.27,4400.3,4341.25,0,45.01,0,91,90,1.44,471.37,9,1
25.01,35.65,36.14,45.71,92.71,6.26,10.39,88.82,3731.8,1541.34,0,7.55,0,49,120,16.84,152.06,27,0
29.86,48.64,16.35,17.92,24.58,11.43,18.56,18.83,3692.34,2311.74,1,5.13,0,80,120,58.46,533.17,45,0
41.2,39.52,18.52,36.64,82.28,9.27,2.04,70.87,4393.75,1958.37,0,4.52,0,34,90,14.2,345.03,8,0
35.92,53.72,18.2,88.94,90.9,9.7,7.85,58.22,3886.35,3055.19,0,4.28,0,86,120,16.11,592.43,20,0
36.1,43.04,30.5,77.7,75.28,10.37,2.99,21.32,3896.91,4969.39,1,36.57,0,13,60,57.78,181.13,8,1
38.6,39.15,38.37,92.76,22.18,3.2,30.97,55.79,4098.58,2031.17,0,6.99,0,100,60,18.31,154.99,38,0
45.62,41.1,29.46,23.21,17.42,2.75,18.98,79.47,3721.99,1429.2,0,0.44,0,98,90,48.97,457.65,10,0
33.31,37.12,38.94,73.7,35.8,6.77,22.06,78.04,4407.36,757.31,1,46.06,0,34,90,56.46,172.86,45,0
41.63,41.36,38.56,66.6,67.52,3.26,4.01,91.89,4326.55,1118.09,0,28.22,0,84,60,58.87,508.71,48,0
38.29,48.87,44.65,29.59,97.0,1.64,4.01,12.56,3761.68,2048.01,1,10.07,0,10,120,13.27,44.8,28,0
42.49,23.55,22.23,64.98,72.74,10.4,7.5,73.21,4248.09,926.28,1,9.07,0,2,90,53.46,335.29,15,0
35.13,46.75,15.55,81.01,81.22,1.78,8.65,58.33,4359.47,1826.38,0,78.74,0,8,120,28.03,446.25,44,0
38.63,30.74,26.89,55.18,48.47,5.53,26.82,88.17,4085.81,1818.79,1,6.27,0,7,60,45.66,542.7,3,0
32.83,41.55,34.19,88.87,99.2,11.09,3.82,12.4,4267.57,3434.66,1,8.7,0,80,60,11.45,577.5,37,0
35.79,33.27,36.63,80.25,97.8,2.52,61.98,12.57,4374.87,1900.35,0,34.22,0,87,60,21.06,454.96,26,0
26.47,41.82,20.02,41.09,34.04,2.97,18.96,4.09,3628.46,982.39,0,35.82,0,51,120,3.29,207.1,13,0
34.35,44.11,41.23,53.09,51.33,11.32,6.62,25.66,3922.88,2658.98,0,6.63,0,54,60,44.41,5.26,12,0
40.66,42.93,21.25,12.47,15.31,2.59,11.04,22.63,3870.46,3038.4,1,17.08,0,66,120,58.79,516.0,19,0
37.16,34.22,43.44,93.3,11.59,3.14,11.94,41.5,3978.31,2521.43,0,5.81,0,99,60,55.53,164.85,20,1
39.56,49.44,21.69,32.94,93.31,8.42,0.85,32.52,3783.27,2314.08,0,6.46,0,76,90,21.12,229.7,11,0
31.72,35.62,18.49,40.13,81.42,8.93,2.99,39.62,4441.69,2877.29,0,5.78,0,28,120,19.2,582.25,40,0
32.75,37.03,40.25,63.18,10.17,5.12,9.03,4.41,3720.14,3800.35,0,14.9,1,2,90,42.54,97.13,5,0
39.68,53.21,38.05,19.3,13.51,5.85,20.38,72.84,3982.07,3360.2,0,9.07,0,73,120,31.01,96.14,19,0
38.33,37.92,41.21,27.52,97.23,11.98,12.96,37.4,3882.98,1599.12,0,1.42,1,42,60,31.85,149.37,15,0
27.07,35.6,16.18,72.71,2.55,4.81,0.46,14.65,3675.79,1345.12,0,34.05,0,92,120,36.52,80.85,23,0
41.68,37.02,15.4,48.16,75.49,3.57,30.69,24.62,3998.75,2598.24,0,9.29,1,78,60,42.82,555.25,13,0
30.69,35.1,19.16,89.26,86.72,11.35,7.63,8.41,3582.13,3915.57,0,10.15,0,15,90,32.19,479.25,33,0
45.95,55.02,27.13,63.91,68.83,5.78,0.04,71.21,3874.47,1915.5,0,13.2,0,36,60,54.61,68.2,1,0
36.41,32.77,29.98,11.14,66.09,2.69,5.26,33.27,4119.06,2188.05,0,0.44,0,73,120,45.97,330.42,19,0
27.51,48.96,31.35,20.43,66.13,3.09,4.35,63.06,4453.55,1331.31,1,6.78,0,34,120,32.78,558.95,29,0
34.71,37.32,37.86,56.45,18.47,8.41,12.72,87.53,3707.63,1812.34,0,4.12,0,32,90,14.45,205.74,35,0
40.5,50.69,27.06,49.54,18.06,1.28,32.76,47.32,3825.26,4507.71,1,7.81,0,74,120,53.8,494.42,5,0
36.36,41.44,17.97,99.67,43.88,6.18,24.25,58.1,3584.34,2166.29,0,23.62,0,48,90,56.46,501.82,10,0
35.92,38.87,24.94,26.96,26.23,5.22,25.94,23.11,3700.63,1435.25,0,20.47,0,69,90,1.46,6.19,23,0
29.61,45.83,22.28,62.98,47.21,5.92,32.27,14.73,3977.79,880.02,1,22.87,0,33,90,2.36,409.89,20,0
37.95,47.86,34.41,86.61,83.39,10.84,8.52,65.25,3644.68,3303.45,0,6.44,0,72,120,36.66,584.45,18,0
33.28,36.6,41.39,97.04,50.59,4.84,7.22,65.0,3593.53,2373.99,0,19.96,0,94,90,8.15,205.87,20,1
34.92,38.98,41.64,11.04,84.93,1.78,29.68,67.8,4245.28,2534.04,0,14.16,0,55,90,22.32,406.52,48,0
38.77,39.06,15.24,78.25,84.6,4.88,29.54,79.8,3916.52,1944.81,0,6.07,0,8,90,33.59,411.87,22,0
40.82,33.99,40.04,50.44,5.96,11.31,14.19,95.34,3993.17,1947.33,0,6.62,0,26,120,4.37,592.69,12,0
37.74,45.08,38.56,89.99,27.62,8.89,9.28,29.35,4324.01,1474.61,0,9.19,0,71,120,5.67,425.43,27,0
36.31,21.6,43.59,9.51,9.79,5.7,4.75,65.68,4486.12,1052.49,0,8.83,0,48,120,28.62,152.52,33,0
32.09,44.7,18.99,83.03,32.3,6.55,32.13,89.43,4022.25,2856.81,0,15.13,0,21,60,7.48,290.08,17,0
34.28,31.95,21.21,16.45,80.39,1.51,58.87,81.45,3799.3,1116.2,0,16.24,0,82,120,6.3,554.52,32,0
34.37,27.9,32.72,80.28,36.72,2.22,10.94,78.84,4372.67,2837.9,0,20.7,0,94,90,11.01,561.88,47,0
27.2,29.05,34.66,90.55,31.63,1.59,13.74,55.54,4067.16,4924.63,0,6.44,0,82,60,52.48,432.58,8,0
43.09,38.53,16.99,77.73,51.13,11.04,33.95,1.61,4102.26,4185.91,1,15.9,1,3,60,56.97,270.38,4,1
32.15,54.12,42.3,42.87,46.23,11.78,39.86,20.2,3665.7,4586.86,0,29.16,0,42,90,36.23,13.64,12,0
34.38,33.19,37.3,41.63,19.59,4.85,8.12,64.09,4228.1,4213.23,1,21.34,0,47,90,55.67,244.5,40,0
44.29,49.28,32.51,20.97,95.75,3.47,22.06,71.3,4324.46,1655.22,0,5.95,0,35,60,5.36,59.53,32,0
41.17,32.63,41.63,85.48,75.53,7.37,10.3,5.15,4038.09,2251.89,1,15.74,0,77,120,10.05,586.69,28,0
37.87,42.24,17.72,9.32,58.01,7.11,13.6,29.56,4271.21,1514.24,0,5.75,0,32,120,5.54,418.55,45,0
28.78,66.55,32.16,69.8,31.2,3.08,27.74,44.52,3813.38,2971.14,0,29.09,0,63,90,25.05,213.92,4,0
34.48,41.06,16.56,70.8,3.05,1.31,2.73,58.47,3997.68,3722.89,1,0.64,0,25,120,26.24,11.49,31,0
44.27,41.78,16.92,34.43,26.98,7.17,111.05,70.88,4364.44,4963.16,0,14.51,0,2,60,14.05,389.98,10,0
38.68,46.09,17.3,13.71,79.99,11.67,5.66,54.33,3965.38,897.77,0,3.06,1,23,90,10.37,103.05,38,0
30.23,53.21,18.78,64.17,99.87,2.7,34.96,16.01,4186.57,3476.11,0,19.37,1,91,90,7.46,385.47,21,0
36.38,42.63,15.81,12.32,94.16,7.57,13.54,71.84,3957.88,4003.3,0,4.68,0,22,60,21.19,178.34,27,0
43.54,39.59,33.3,21.52,38.37,2.29,46.69,40.11,4121.55,1988.58,0,27.8,0,36,120,43.62,11.21,48,0
32.33,34.79,18.6,15.78,79.48,10.75,1.48,2.31,3889.24,2066.96,1,4.55,0,68,60,11.88,226.26,29,0
38.45,36.68,27.69,72.11,24.27,2.35,24.65,5.03,3956.69,4994.26,1,0.43,0,68,120,8.18,71.09,19,1
34.37,40.85,44.24,99.52,0.85,2.32,5.83,85.77,4460.57,570.41,0,0.54,0,85,90,10.22,27.81,31,0
34.35,32.38,18.13,33.55,22.1,5.28,8.75,8.39,4308.9,2840.84,0,17.0,0,9,90,15.83,184.1,34,0
42.93,47.29,37.61,53.02,88.78,4.65,60.72,29.7,3575.03,2071.23,0,13.94,0,30,90,42.38,339.68,47,0
30.51,61.03,27.66,78.88,92.99,8.14,25.36,11.88,4315.63,2159.68,0,19.87,1,94,90,0.92,392.0,16,0
41.45,50.74,39.61,26.09,3.3,11.1,0.8,59.42,3581.89,1842.72,0,2.85,0,48,90,3.01,357.26,37,0
32.57,39.06,21.22,99.55,18.85,3.93,65.83,24.05,4356.37,2475.94,1,13.99,0,79,90,31.51,250.04,30,0
37.81,45.13,32.93,9.18,31.98,1.86,14.96,23.4,4496.8,2787.63,0,0.32,0,31,60,31.4,157.79,18,0
38.2,48.36,44.26,8.52,45.62,7.95,11.12,24.68,3550.31,4448.62,1,12.54,0,36,60,8.43,381.68,44,0
35.13,45.73,40.8,94.29,86.26,10.51,57.39,75.06,3522.73,1405.16,0,8.61,0,38,60,39.93,70.22,42,0
33.75,48.91,26.42,26.33,36.67,4.67,3.25,81.93,3951.42,620.14,0,2.68,0,30,90,12.37,522.52,31,0
30.48,43.57,37.07,93.56,9.97,3.14,10.07,94.66,4330.56,2222.9,1,26.23,0,36,60,30.56,351.22,8,0
24.53,43.72,31.83,87.97,48.55,7.52,23.48,15.29,3563.39,1400.2,0,23.7,0,43,60,48.13,461.28,20,0
35.96,43.59,33.47,55.02,65.21,1.59,9.97,29.84,3896.36,3126.19,1,22.81,0,96,120,50.39,441.77,0,0
31.65,42.68,25.12,86.72,29.92,2.81,0.85,32.0,3639.0,1066.49,1,8.94,1,96,120,56.97,164.12,34,0
40.48,33.67,37.64,73.82,67.51,3.87,20.22,30.07,3593.94,2491.68,0,0.03,1,27,120,13.32,389.64,7,0
37.61,40.84,36.08,53.99,3.53,7.74,16.3,65.3,4041.03,1391.35,1,8.06,1,85,60,26.93,395.46,48,0
38.44,46.31,18.34,62.14,48.18,9.83,9.92,15.33,4252.15,4294.72,1,11.29,0,78,120,17.78,577.49,45,0
39.61,45.28,40.08,92.36,1.9,3.8,2.62,55.91,4124.93,1063.76,1,4.29,0,58,60,47.72,439.18,27,0
40.43,43.22,30.98,34.33,97.81,5.07,41.42,43.0,3536.89,686.16,1,9.71,0,94,60,44.47,264.27,33,0
33.98,55.24,28.3,85.04,37.93,3.78,2.04,11.14,3521.1,3087.6,0,2.91,0,91,60,29.79,304.34,41,0
35.71,37.55,44.64,62.34,11.94,1.64,8.23,89.18,4268.28,2634.88,0,9.18,1,4,120,50.55,251.33,46,0
24.26,29.28,15.18,19.36,87.97,5.88,12.67,33.8,4413.47,1914.89,0,0.22,0,89,90,51.45,376.75,34,0
35.38,46.45,43.39,43.03,47.04,1.06,16.79,58.2,4403.06,1148.69,0,27.8,0,3,60,26.86,335.81,23,0
42.41,38.66,24.4,88.23,41.46,1.94,18.84,64.12,3964.13,2488.58,0,9.02,0,2,90,27.22,564.68,42,0
31.73,50.49,33.9,70.81,49.63,3.27,5.3,61.24,3852.63,4716.76,1,33.59,0,48,90,5.28,443.24,16,1
30.73,34.48,29.17,31.61,36.12,7.68,1.01,38.91,3685.4,4056.37,0,10.87,1,30,120,52.76,401.61,19,0
38.5,49.37,24.71,95.24,62.04,2.38,50.53,46.3,3711.81,1168.5,0,12.82,1,68,60,10.94,354.38,10,0
28.29,41.01,21.07,53.54,47.8,5.55,5.15,85.0,4147.55,3127.15,0,18.92,0,93,120,59.89,510.62,41,0
31.8,36.91,44.49,86.0,20.83,3.06,12.93,14.22,3584.44,4442.27,1,16.22,0,45,90,16.84,121.34,49,1
37.33,49.36,17.53,60.96,7.44,6.96,5.53,27.4,3780.84,679.58,0,4.17,0,93,120,4.91,483.37,46,0
39.91,35.83,26.38,60.07,78.29,10.1,0.11,90.85,4265.88,1038.25,1,49.73,0,54,120,15.06,335.35,9,0
40.88,58.26,41.21,94.71,28.07,2.55,43.1,28.19,4446.49,3364.46,1,12.48,0,6,60,16.44,496.59,34,0
35.37,41.13,25.12,61.88,57.5,11.97,18.28,71.68,3954.3,3874.04,0,58.1,0,15,90,58.14,248.43,8,0
28.92,39.61,27.82,29.98,76.01,2.37,19.73,46.3,3659.84,2969.32,1,25.18,1,4,90,58.78,41.99,35,0
43.36,26.41,35.25,62.69,96.92,5.61,18.41,59.69,3687.41,732.57,1,4.81,0,32,90,54.56,113.28,13,0
28.13,44.09,44.67,90.62,67.66,4.31,2.9,8.93,3754.19,2396.84,0,31.65,0,93,60,54.34,571.79,16,1
31.05,54.49,15.66,67.08,55.06,1.83,5.89,94.72,3829.92,4467.94,0,1.92,0,89,90,37.45,401.15,35,0
37.08,53.3,27.16,82.1,10.89,9.06,10.94,89.95,3981.37,895.52,0,15.7,0,37,120,34.77,486.44,23,0
51.66,51.14,29.87,55.52,73.08,2.57,35.43,67.16,3990.21,616.83,1,7.95,0,23,120,5.88,28.51,25,1
36.11,28.59,42.91,86.54,74.75,9.52,0.17,47.04,4233.85,808.61,0,8.53,0,29,120,51.27,118.02,36,0
44.72,48.48,16.13,56.79,87.4,10.68,24.64,28.13,3997.87,1736.75,0,7.43,1,88,120,19.42,244.82,9,0
41.86,32.94,41.8,31.33,59.05,7.2,3.25,25.75,3636.28,1248.73,1,0.28,1,96,120,53.01,330.36,3,1
28.73,39.51,20.15,5.31,33.02,9.83,3.28,3.22,4369.62,1483.3,0,14.48,0,37,90,49.7,329.91,6,0
36.28,41.54,40.94,50.59,1.19,6.45,56.0,25.74,3823.42,2539.97,1,8.2,0,100,90,59.82,296.92,2,1
39.41,53.52,34.89,15.35,89.24,4.79,2.5,78.42,3760.83,4925.84,1,3.05,0,98,60,21.47,247.74,13,0
36.7,39.36,24.14,69.16,90.17,6.0,0.62,97.84,4332.52,4439.02,0,30.88,0,23,60,49.58,425.86,25,0
29.5,38.36,20.18,61.78,65.81,7.76,12.29,35.54,4459.8,1911.7,0,5.13,0,20,90,25.81,50.24,34,0
36.1,32.56,44.07,92.84,14.85,10.61,9.11,8.75,4385.43,4271.16,0,8.55,1,25,60,35.39,552.21,35,0
31.38,51.32,36.04,42.64,12.42,10.88,3.47,2.1,4460.36,2738.36,0,6.98,0,98,90,34.9,483.0,31,0
40.3,46.36,30.4,59.38,80.68,2.32,25.43,18.43,4432.69,4585.16,1,4.27,1,70,120,33.59,440.51,36,0
28.43,38.41,38.97,26.02,5.52,9.7,7.4,47.41,3856.63,1655.84,1,9.71,0,87,120,11.55,594.89,36,0
37.19,40.01,36.96,48.14,66.86,6.97,8.94,81.09,3776.63,4471.33,0,46.79,0,47,90,13.0,258.02,11,0
42.79,43.84,20.49,20.62,62.63,10.19,10.79,14.48,4120.57,898.06,0,11.69,0,36,120,17.92,126.48,34,0
42.41,47.41,37.67,12.13,12.06,8.19,27.5,3.7,3933.96,3801.25,0,16.81,0,12,120,26.6,396.12,4,0
40.12,36.69,16.67,44.76,97.91,6.08,3.49,43.52,3555.25,2897.4,1,1.05,0,16,120,44.02,105.31,22,0
45.56,46.37,32.53,30.11,0.62,8.91,5.79,5.35,3811.63,2192.17,0,17.32,0,42,60,24.38,144.67,32,0
40.79,45.9,36.26,86.24,25.27,10.61,39.85,22.62,3852.54,3657.59,1,5.14,0,32,120,47.11,470.43,39,0
31.09,61.11,15.31,67.76,15.24,3.35,0.46,24.74,3804.76,4663.72,0,10.96,1,54,120,7.08,543.77,4,0
33.5,40.83,41.53,70.02,86.76,9.05,28.29,65.27,4247.13,4296.74,0,2.26,0,9,120,20.68,350.49,6,0
36.81,41.08,27.84,67.71,95.51,4.75,5.35,61.0,3734.07,3134.36,0,8.04,0,24,120,31.25,100.84,10,0
33.85,38.32,19.8,59.76,72.19,3.47,13.88,21.48,3984.88,4999.44,0,12.66,0,42,90,37.78,237.43,43,0
40.43,39.83,26.98,59.45,42.26,1.94,88.67,43.05,4007.17,2698.29,1,16.44,0,42,60,30.76,230.94,11,0
37.27,44.06,17.54,61.94,48.52,11.45,38.9,97.5,3610.31,2049.63,0,4.42,0,12,120,14.57,335.91,30,0
30.47,60.68,26.96,48.71,38.07,9.86,21.78,35.22,4403.5,1316.93,1,4.22,0,58,90,25.58,521.67,7,0
31.74,56.19,32.72,56.51,96.13,11.0,44.21,72.64,3517.95,706.48,0,6.24,0,100,120,7.45,565.44,38,0
35.21,52.36,40.18,87.0,64.86,3.56,0.87,31.37,4301.08,4007.99,0,6.2,0,37,60,40.09,285.95,34,0
35.97,33.32,30.98,95.17,32.94,7.71,24.51,34.06,4203.1,2471.95,0,22.09,0,36,60,12.49,218.44,16,0
31.49,32.63,18.44,41.4,25.68,3.66,10.81,79.72,3771.48,1999.18,0,23.57,0,75,90,13.54,132.59,41,0
34.78,39.8,44.08,24.18,80.62,4.02,2.8,75.66,3967.5,609.72,1,7.59,0,68,120,22.05,473.34,5,0
43.29,44.56,21.61,77.91,40.04,2.19,11.77,12.36,3909.88,2266.17,1,5.44,0,65,60,58.88,360.45,28,0
39.25,47.67,37.77,95.88,14.01,10.74,11.11,67.96,4324.13,4059.79,0,16.25,0,49,90,17.33,136.9,44,0
45.48,40.9,19.05,38.67,37.62,5.37,2.19,55.74,4319.77,1006.6,0,12.09,0,14,60,25.9,434.07,32,0
37.32,54.0,16.82,10.1,5.91,10.31,10.86,2.71,3822.05,1091.12,0,2.31,0,18,90,35.75,60.67,8,0
33.11,44.22,28.92,54.49,74.31,6.89,4.22,31.8,4192.36,3836.39,1,2.36,0,42,60,13.47,223.4,42,0
33.17,27.98,44.42,30.58,99.19,8.5,4.7,93.98,3903.0,1631.92,0,14.24,1,20,60,20.34,218.6,18,0
37.43,43.36,32.38,13.51,2.62,6.8,7.22,91.78,3931.87,4207.83,0,80.87,0,45,90,52.35,106.62,10,0
35.66,50.89,32.36,36.2,92.87,7.47,12.36,2.15,4315.61,3784.32,0,4.22,0,35,90,58.47,550.93,17,0
35.48,42.86,33.26,88.01,45.46,1.99,14.25,22.99,3702.53,1332.47,0,11.78,0,64,60,24.8,561.8,33,0
35.47,42.9,16.24,93.7,13.79,11.87,9.2,98.37,3845.3,2724.24,0,19.39,0,69,120,6.05,69.0,25,0
41.06,40.09,23.85,73.42,5.56,7.42,24.38,31.12,4086.74,948.12,1,5.43,0,60,120,17.77,339.12,27,0
32.68,48.14,33.43,45.26,86.97,10.29,9.46,77.41,4036.87,4026.07,1,37.12,0,83,60,0.01,1.89,7,0
30.58,36.71,25.57,9.81,62.62,6.52,12.45,97.35,4122.89,3960.23,1,1.35,0,56,120,30.33,296.89,39,0
31.64,52.75,32.3,48.98,32.77,4.89,3.49,16.52,3502.08,3613.2,0,0.82,0,53,60,30.36,340.36,5,0
30.53,32.99,30.62,42.04,90.55,10.99,5.55,57.12,3626.03,1374.52,0,21.54,0,59,90,9.4,562.02,48,0
36.27,36.41,28.14,35.27,89.87,8.77,5.16,2.55,4465.42,2386.94,0,9.96,1,2,90,17.18,5.86,49,0
27.95,44.1,31.99,40.42,26.03,2.19,17.14,15.7,3970.47,2180.77,1,7.47,0,50,60,9.8,67.84,1,0
38.54,49.61,24.94,28.94,4.79,7.98,37.93,26.68,3544.28,1140.45,1,9.9,0,3,90,45.91,255.07,17,0
40.45,33.39,38.35,90.94,38.43,11.45,8.59,49.22,3724.38,1589.69,0,24.38,0,26,120,15.58,591.56,45,0
30.5,36.97,15.25,16.8,84.01,7.9,40.3,83.72,4488.21,3792.9,0,8.76,0,45,120,13.99,206.47,35,0
38.3,43.9,34.76,56.14,56.26,6.39,27.81,76.41,4134.5,2213.38,0,58.11,0,13,60,56.08,483.93,49,0
28.62,59.2,38.71,52.92,59.97,4.53,35.97,85.73,4353.63,4261.35,0,4.06,1,93,60,42.5,197.95,6,0
34.76,41.6,27.65,9.1,98.13,3.55,18.81,97.96,3802.56,1932.64,1,2.57,0,53,120,27.02,100.32,33,0
43.32,30.5,27.15,63.78,72.37,1.14,6.42,86.55,4092.41,3866.39,0,27.15,0,57,60,22.54,213.4,26,0
41.89,40.31,28.99,5.22,90.74,8.31,1.2,12.47,3715.05,3905.31,1,17.92,0,75,90,8.5,208.18,15,0
39.31,44.08,38.26,10.45,94.55,11.65,30.1,38.03,3796.44,3230.37,0,31.2,0,25,90,1.3,572.68,6,0
32.34,49.94,33.41,15.65,83.85,7.8,104.95,30.79,4027.01,3299.66,0,3.18,0,63,90,34.74,276.66,15,0
46.21,43.54,41.57,82.79,24.47,11.14,12.1,98.77,4350.0,4683.99,0,0.84,0,5,60,1.41,459.29,40,0
29.48,35.4,31.56,78.9,58.79,3.34,3.95,30.31,4251.46,4188.63,0,2.4,0,85,120,18.71,499.21,47,0
28.94,43.15,27.51,17.76,42.05,10.83,0.08,23.46,4032.23,3522.72,1,1.37,0,32,90,56.67,18.03,33,0
25.2,39.31,43.53,92.01,41.19,10.12,2.86,72.9,3567.32,1359.16,1,10.07,0,85,60,49.73,197.53,45,0
33.78,48.61,20.21,62.59,12.25,6.31,78.65,84.51,3701.71,3707.76,0,11.37,0,31,120,46.1,286.72,45,0
38.55,51.07,41.97,99.77,16.41,7.55,9.16,3.97,4443.8,3339.72,0,20.85,0,48,90,10.08,310.27,32,0
32.93,35.16,31.73,39.37,99.54,5.27,13.58,31.4,4047.83,1064.4,0,35.63,0,20,60,53.84,561.78,12,0
35.21,46.53,23.33,32.02,50.93,9.23,1.26,75.24,4483.06,4837.3,0,1.38,1,42,120,8.5,166.57,36,0
40.81,34.04,16.39,14.69,91.9,7.97,15.6,16.8,4186.1,1208.47,0,0.45,0,75,120,38.39,379.16,24,0
46.62,33.53,15.01,92.78,4.9,8.9,8.66,59.2,4410.62,2398.39,0,48.3,0,17,60,38.8,153.33,32,0
35.54,35.63,35.54,59.23,43.06,2.25,14.18,6.05,4453.32,3030.08,0,2.87,0,48,60,13.79,135.17,1,0
29.92,43.05,34.08,33.82,25.99,10.78,18.16,9.7,3914.5,2559.76,1,41.85,0,48,90,21.36,451.51,25,0
42.47,38.78,20.1,72.86,71.82,9.06,2.42,93.62,3979.41,4187.83,0,9.43,1,18,60,47.96,22.23,30,0
29.17,29.85,20.44,51.47,7.82,7.13,11.56,40.52,4013.58,3041.01,1,3.96,1,77,60,59.18,134.85,14,0
28.52,58.38,17.81,29.05,55.59,4.07,5.31,75.48,3554.02,2913.85,0,0.76,1,66,90,14.39,569.3,2,0
23.08,40.48,37.86,91.8,82.39,11.82,1.26,79.58,3725.25,1474.47,1,21.45,0,23,120,4.5,349.01,42,0
35.45,42.37,41.5,78.39,12.92,2.31,11.78,77.14,3672.18,4386.9,0,3.94,0,99,120,1.85,382.94,35,1
40.83,45.41,35.24,63.3,18.87,10.25,4.93,1.04,4355.12,2023.8,0,1.91,0,42,120,57.44,429.35,16,0
40.15,40.0,20.41,5.36,18.67,3.63,118.83,77.66,3614.16,3725.29,0,4.25,0,94,90,42.12,307.78,9,0
30.51,38.94,43.86,7.98,42.33,10.6,12.18,47.6,3954.65,709.85,0,4.96,0,18,90,51.07,424.78,28,0
40.95,49.55,29.58,14.61,71.8,5.7,1.71,65.98,4028.34,2928.53,0,65.14,1,17,90,46.16,117.76,3,0
31.55,46.87,23.53,95.38,7.47,1.84,52.4,74.67,3894.09,4516.92,0,3.13,1,35,90,41.81,549.37,4,0
39.27,44.66,22.06,43.46,9.6,2.45,4.8,29.15,3973.75,4392.27,0,13.98,0,36,60,49.64,128.31,32,0
47.36,50.47,24.6,40.33,33.41,6.63,13.66,14.68,4263.04,2840.31,1,39.35,0,22,60,8.52,87.28,14,0
32.21,53.01,27.57,16.3,69.05,9.27,7.39,52.45,4459.35,656.86,0,32.71,1,46,90,59.19,132.59,2,0
37.06,41.14,44.08,95.08,70.35,4.34,3.89,18.05,3841.23,3471.59,1,4.45,0,97,60,32.78,258.94,48,1
49.87,32.27,25.22,78.21,31.83,2.6,0.94,92.49,4339.19,3568.0,1,5.93,0,43,60,7.82,299.51,27,1
30.98,31.54,27.57,87.83,28.48,1.29,26.56,22.44,3828.91,1940.45,0,27.98,0,37,60,12.5,525.43,46,0
33.32,36.8,40.67,22.85,8.35,11.62,58.19,89.17,4230.01,4114.88,0,29.32,0,76,90,24.58,244.28,36,0
34.97,32.45,31.55,23.1,74.3,5.17,0.64,39.45,3589.54,1954.44,0,14.08,0,29,120,8.98,481.18,42,0
33.09,45.97,30.86,84.06,7.04,1.51,1.09,90.94,3956.06,4157.49,1,16.58,0,4,60,34.29,288.18,46,1
39.15,38.49,29.95,19.76,79.04,3.17,1.65,42.34,4134.07,1424.75,0,6.89,0,88,60,39.48,343.89,12,0
34.15,48.57,33.96,17.73,61.4,1.58,13.26,6.36,3962.84,1416.08,0,7.31,0,27,60,38.78,348.37,19,0
30.22,48.4,30.88,31.9,55.47,10.2,42.9,51.99,3949.28,4122.83,0,2.42,1,55,90,29.42,374.69,11,0
35.92,29.97,17.01,56.95,31.5,7.44,8.04,10.22,4294.25,3233.32,0,12.08,1,44,60,10.0,314.25,1,0
38.97,33.02,17.6,81.64,78.24,11.5,2.64,73.15,4365.11,3713.05,1,8.71,0,5,60,36.08,134.9,46,0
39.33,35.89,20.47,17.21,14.54,9.46,31.92,66.22,3643.07,2929.86,1,11.55,0,92,60,9.83,364.28,39,0
42.57,40.3,23.26,11.81,67.34,1.63,30.18,45.35,4110.77,1639.17,1,5.27,0,62,60,54.21,492.53,31,0
34.77,46.6,35.42,72.06,88.84,5.1,17.63,25.45,3723.33,4072.76,1,14.95,0,59,60,53.34,107.5,0,1
33.53,49.92,31.29,52.99,30.47,11.19,45.18,79.7,3732.27,3714.5,0,121.09,1,84,120,21.75,225.93,37,0
44.49,31.3,33.54,62.85,87.89,6.88,3.23,9.43,4163.16,3892.99,0,9.6,0,68,120,59.28,519.26,11,0
32.1,37.88,43.53,93.19,83.12,3.77,12.11,13.4,4351.77,3246.7,0,12.2,0,36,120,12.72,209.99,35,0
25.37,32.69,16.85,66.26,11.83,10.75,21.35,24.26,3891.73,2940.37,1,30.86,0,69,120,35.6,186.72,10,0
33.61,32.24,21.63,83.37,31.82,8.91,8.28,57.97,3850.68,4557.99,1,4.65,1,49,60,21.57,356.74,33,1
34.38,44.1,18.49,40.76,24.54,1.09,68.11,10.42,3831.29,821.55,0,7.91,0,23,90,10.73,28.01,46,0
30.88,38.44,40.93,49.24,90.94,8.72,0.7,28.22,4463.95,2729.73,0,5.22,1,1,60,29.58,274.04,30,0
29.48,57.25,36.59,94.59,36.81,1.46,18.34,75.3,4303.1,3076.95,0,28.28,0,66,60,1.2,147.43,27,0
28.91,33.72,17.16,5.2,94.87,7.17,0.05,75.57,4336.89,4741.01,1,16.44,0,10,60,5.37,104.84,48,0
